quadkey,latitude,longitude,rwi,error
03330322123200,11.9426009,-15.9851074,-0.335,0.357
03330332200012,11.8350943,-14.0075684,-0.577,0.353
03330332000333,12.3936586,-13.8977051,-0.330,0.358
03330322313231,11.5553801,-15.5676270,-0.431,0.341
03330323021120,12.1574857,-15.1940918,-0.667,0.346
03330322121121,12.1574857,-15.8752441,-0.983,0.358
03330323021011,12.2004420,-15.2160645,-0.731,0.351
03330322031021,12.1574857,-16.3146973,-0.667,0.344
03330323222301,11.2538371,-15.3479004,-0.733,0.346
03330322101320,12.4151184,-15.8972168,-0.362,0.346
03332101001113,11.1460662,-15.1281738,-0.722,0.345
03330322131010,12.2004420,-15.5895996,-0.569,0.369
03330323312120,11.6414761,-14.3151855,-0.195,0.344
03330332000321,12.4151184,-13.9416504,-0.765,0.342
03330330223221,12.5867322,-13.8537598,-0.438,0.349
03330323112103,12.3507339,-14.2932129,-0.590,0.342
03330323212331,11.5553801,-14.9523926,-0.812,0.361
03330321223231,12.5867322,-15.2160645,-0.497,0.347
03330323302213,11.5769066,-14.6887207,0.450,0.383
03330322132312,11.9211029,-15.6774902,-0.538,0.383
03330322111313,12.4365763,-15.4797363,-0.420,0.348
03330322101332,12.3936586,-15.8532715,-0.789,0.412
03330323103203,12.2648633,-14.5568848,-0.382,0.370
03330323030023,12.1360050,-15.0842285,-0.626,0.345
03330323011012,12.5223904,-14.8864746,-0.498,0.359
03330323032013,12.0070844,-15.0402832,-0.705,0.345
